2/22/2024 12:27:44 PM#(0.26, 1.07, 0.34)#(0.26, 1.07, 0.34)#(0.25, 1.07, 0.36)#(0.23, 1.06, 0.38)#(0.22, 1.05, 0.40)#(0.22, 1.04, 0.43)#(0.22, 1.09, 0.42)#(0.22, 1.07, 0.45)#(0.22, 1.05, 0.46)#(0.24, 1.10, 0.42)#(0.24, 1.08, 0.46)#(0.24, 1.06, 0.47)#(0.26, 1.10, 0.42)#(0.26, 1.08, 0.45)#(0.25, 1.06, 0.47)#(0.28, 1.08, 0.38)#(0.28, 1.09, 0.42)#(0.28, 1.08, 0.44)#(0.27, 1.06, 0.45)#(0.21, 1.03, 0.45)#(0.23, 1.03, 0.47)#(0.24, 1.03, 0.47)#(0.25, 1.04, 0.47)#(0.26, 1.05, 0.46)
2/22/2024 12:27:44 PM#(0.20, 1.04, 0.29)#(0.20, 1.04, 0.29)#(0.19, 1.05, 0.31)#(0.17, 1.06, 0.32)#(0.15, 1.07, 0.34)#(0.14, 1.07, 0.37)#(0.17, 1.10, 0.36)#(0.17, 1.10, 0.39)#(0.16, 1.10, 0.41)#(0.19, 1.09, 0.36)#(0.19, 1.10, 0.40)#(0.18, 1.09, 0.42)#(0.21, 1.08, 0.37)#(0.21, 1.09, 0.40)#(0.20, 1.08, 0.42)#(0.22, 1.05, 0.33)#(0.22, 1.07, 0.37)#(0.22, 1.08, 0.39)#(0.21, 1.07, 0.41)#(0.13, 1.08, 0.39)#(0.15, 1.09, 0.43)#(0.17, 1.08, 0.44)#(0.18, 1.07, 0.43)#(0.20, 1.06, 0.42)
2/22/2024 12:27:44 PM#(0.20, 1.04, 0.29)#(0.20, 1.04, 0.29)#(0.19, 1.05, 0.31)#(0.17, 1.05, 0.32)#(0.14, 1.06, 0.33)#(0.13, 1.07, 0.36)#(0.17, 1.09, 0.36)#(0.16, 1.10, 0.39)#(0.15, 1.09, 0.41)#(0.19, 1.09, 0.36)#(0.18, 1.10, 0.40)#(0.17, 1.09, 0.42)#(0.21, 1.08, 0.37)#(0.20, 1.09, 0.40)#(0.19, 1.08, 0.42)#(0.21, 1.04, 0.33)#(0.22, 1.06, 0.37)#(0.22, 1.07, 0.39)#(0.21, 1.07, 0.41)#(0.12, 1.07, 0.38)#(0.15, 1.09, 0.43)#(0.16, 1.08, 0.44)#(0.18, 1.07, 0.44)#(0.20, 1.06, 0.42)
2/22/2024 12:27:44 PM#(0.20, 1.04, 0.29)#(0.20, 1.04, 0.29)#(0.18, 1.04, 0.31)#(0.16, 1.05, 0.32)#(0.14, 1.06, 0.33)#(0.13, 1.07, 0.36)#(0.17, 1.09, 0.36)#(0.16, 1.10, 0.39)#(0.15, 1.09, 0.41)#(0.19, 1.09, 0.36)#(0.18, 1.10, 0.40)#(0.17, 1.09, 0.42)#(0.20, 1.07, 0.37)#(0.20, 1.09, 0.40)#(0.19, 1.08, 0.42)#(0.21, 1.04, 0.33)#(0.21, 1.06, 0.37)#(0.21, 1.07, 0.39)#(0.21, 1.06, 0.41)#(0.12, 1.07, 0.38)#(0.14, 1.09, 0.43)#(0.16, 1.08, 0.44)#(0.18, 1.07, 0.44)#(0.19, 1.06, 0.42)
2/22/2024 12:27:44 PM#(0.20, 1.04, 0.29)#(0.20, 1.04, 0.29)#(0.18, 1.04, 0.31)#(0.16, 1.05, 0.32)#(0.14, 1.06, 0.33)#(0.12, 1.07, 0.36)#(0.16, 1.09, 0.36)#(0.15, 1.09, 0.39)#(0.14, 1.09, 0.41)#(0.18, 1.08, 0.37)#(0.17, 1.09, 0.40)#(0.16, 1.09, 0.43)#(0.20, 1.07, 0.37)#(0.19, 1.08, 0.40)#(0.18, 1.08, 0.42)#(0.21, 1.04, 0.33)#(0.21, 1.06, 0.37)#(0.21, 1.07, 0.40)#(0.20, 1.06, 0.41)#(0.11, 1.07, 0.38)#(0.14, 1.09, 0.43)#(0.16, 1.08, 0.45)#(0.17, 1.07, 0.44)#(0.19, 1.05, 0.43)
2/22/2024 12:27:44 PM#(0.19, 1.04, 0.29)#(0.19, 1.04, 0.29)#(0.18, 1.04, 0.31)#(0.16, 1.05, 0.31)#(0.13, 1.06, 0.33)#(0.12, 1.06, 0.36)#(0.16, 1.08, 0.36)#(0.15, 1.09, 0.39)#(0.14, 1.09, 0.42)#(0.18, 1.08, 0.37)#(0.17, 1.09, 0.41)#(0.16, 1.08, 0.43)#(0.19, 1.07, 0.37)#(0.19, 1.08, 0.40)#(0.18, 1.07, 0.43)#(0.20, 1.04, 0.33)#(0.20, 1.05, 0.37)#(0.21, 1.06, 0.40)#(0.20, 1.06, 0.41)#(0.11, 1.06, 0.38)#(0.13, 1.09, 0.44)#(0.15, 1.08, 0.45)#(0.17, 1.07, 0.44)#(0.19, 1.05, 0.43)
2/22/2024 12:27:44 PM#(0.19, 1.04, 0.29)#(0.19, 1.04, 0.29)#(0.17, 1.04, 0.31)#(0.15, 1.05, 0.31)#(0.13, 1.06, 0.33)#(0.11, 1.06, 0.35)#(0.15, 1.08, 0.36)#(0.14, 1.09, 0.40)#(0.13, 1.09, 0.42)#(0.17, 1.07, 0.37)#(0.16, 1.08, 0.41)#(0.15, 1.08, 0.43)#(0.19, 1.06, 0.37)#(0.18, 1.07, 0.40)#(0.17, 1.07, 0.43)#(0.20, 1.04, 0.33)#(0.20, 1.05, 0.37)#(0.20, 1.06, 0.40)#(0.20, 1.05, 0.41)#(0.10, 1.06, 0.37)#(0.13, 1.08, 0.44)#(0.15, 1.07, 0.45)#(0.16, 1.06, 0.45)#(0.19, 1.04, 0.43)
2/22/2024 12:27:44 PM#(0.19, 1.04, 0.29)#(0.19, 1.04, 0.29)#(0.17, 1.04, 0.31)#(0.15, 1.04, 0.31)#(0.12, 1.05, 0.32)#(0.11, 1.06, 0.35)#(0.14, 1.07, 0.36)#(0.14, 1.08, 0.40)#(0.13, 1.08, 0.42)#(0.16, 1.07, 0.37)#(0.16, 1.08, 0.41)#(0.15, 1.07, 0.43)#(0.18, 1.06, 0.37)#(0.18, 1.07, 0.40)#(0.17, 1.06, 0.43)#(0.20, 1.03, 0.33)#(0.19, 1.04, 0.37)#(0.20, 1.05, 0.40)#(0.19, 1.05, 0.41)#(0.09, 1.06, 0.37)#(0.12, 1.08, 0.44)#(0.14, 1.07, 0.45)#(0.16, 1.06, 0.45)#(0.19, 1.04, 0.43)
2/22/2024 12:27:44 PM#(0.18, 1.03, 0.29)#(0.18, 1.03, 0.29)#(0.17, 1.03, 0.30)#(0.15, 1.04, 0.31)#(0.12, 1.05, 0.32)#(0.10, 1.06, 0.35)#(0.14, 1.06, 0.36)#(0.13, 1.07, 0.40)#(0.12, 1.07, 0.42)#(0.16, 1.06, 0.37)#(0.15, 1.07, 0.41)#(0.14, 1.07, 0.43)#(0.18, 1.05, 0.37)#(0.17, 1.06, 0.40)#(0.17, 1.06, 0.43)#(0.19, 1.03, 0.33)#(0.19, 1.04, 0.37)#(0.19, 1.04, 0.40)#(0.19, 1.04, 0.41)#(0.08, 1.06, 0.36)#(0.12, 1.07, 0.44)#(0.14, 1.06, 0.45)#(0.16, 1.05, 0.45)#(0.18, 1.03, 0.43)
2/22/2024 12:27:44 PM#(0.18, 1.03, 0.29)#(0.18, 1.03, 0.29)#(0.16, 1.03, 0.30)#(0.14, 1.04, 0.31)#(0.11, 1.05, 0.32)#(0.09, 1.05, 0.34)#(0.13, 1.06, 0.36)#(0.12, 1.07, 0.39)#(0.11, 1.07, 0.42)#(0.15, 1.06, 0.37)#(0.14, 1.06, 0.41)#(0.14, 1.06, 0.43)#(0.17, 1.05, 0.37)#(0.17, 1.06, 0.40)#(0.16, 1.05, 0.43)#(0.19, 1.03, 0.32)#(0.18, 1.03, 0.37)#(0.19, 1.04, 0.39)#(0.19, 1.04, 0.41)#(0.07, 1.06, 0.36)#(0.11, 1.07, 0.44)#(0.13, 1.06, 0.45)#(0.15, 1.05, 0.45)#(0.18, 1.03, 0.43)
2/22/2024 12:27:44 PM#(0.17, 1.03, 0.28)#(0.17, 1.03, 0.28)#(0.16, 1.03, 0.30)#(0.13, 1.03, 0.30)#(0.11, 1.04, 0.32)#(0.09, 1.05, 0.34)#(0.12, 1.05, 0.36)#(0.11, 1.06, 0.39)#(0.11, 1.06, 0.41)#(0.14, 1.05, 0.37)#(0.14, 1.06, 0.41)#(0.13, 1.05, 0.43)#(0.16, 1.04, 0.37)#(0.16, 1.05, 0.40)#(0.15, 1.05, 0.43)#(0.18, 1.03, 0.32)#(0.18, 1.03, 0.37)#(0.18, 1.04, 0.39)#(0.18, 1.03, 0.41)#(0.07, 1.05, 0.35)#(0.10, 1.06, 0.43)#(0.12, 1.05, 0.45)#(0.15, 1.05, 0.45)#(0.17, 1.03, 0.43)
2/22/2024 12:27:44 PM#(0.17, 1.03, 0.28)#(0.17, 1.03, 0.28)#(0.15, 1.03, 0.30)#(0.13, 1.03, 0.30)#(0.10, 1.04, 0.31)#(0.08, 1.05, 0.34)#(0.12, 1.05, 0.36)#(0.11, 1.06, 0.39)#(0.10, 1.06, 0.41)#(0.14, 1.05, 0.36)#(0.13, 1.06, 0.40)#(0.12, 1.05, 0.43)#(0.15, 1.04, 0.37)#(0.15, 1.05, 0.40)#(0.15, 1.05, 0.42)#(0.17, 1.03, 0.32)#(0.17, 1.03, 0.36)#(0.18, 1.04, 0.39)#(0.17, 1.03, 0.41)#(0.06, 1.05, 0.35)#(0.09, 1.06, 0.43)#(0.12, 1.05, 0.45)#(0.14, 1.04, 0.45)#(0.17, 1.03, 0.43)
2/22/2024 12:27:44 PM#(0.16, 1.03, 0.28)#(0.16, 1.03, 0.28)#(0.14, 1.03, 0.30)#(0.12, 1.03, 0.30)#(0.10, 1.04, 0.31)#(0.07, 1.05, 0.33)#(0.11, 1.05, 0.36)#(0.10, 1.05, 0.39)#(0.09, 1.05, 0.41)#(0.13, 1.05, 0.36)#(0.12, 1.05, 0.40)#(0.11, 1.05, 0.43)#(0.15, 1.04, 0.36)#(0.14, 1.05, 0.40)#(0.14, 1.05, 0.42)#(0.17, 1.03, 0.32)#(0.17, 1.03, 0.36)#(0.17, 1.04, 0.39)#(0.17, 1.03, 0.41)#(0.05, 1.05, 0.34)#(0.08, 1.05, 0.43)#(0.11, 1.04, 0.45)#(0.13, 1.04, 0.44)#(0.16, 1.03, 0.43)
2/22/2024 12:27:44 PM#(0.16, 1.03, 0.28)#(0.16, 1.03, 0.28)#(0.14, 1.03, 0.30)#(0.12, 1.03, 0.30)#(0.09, 1.04, 0.31)#(0.07, 1.04, 0.33)#(0.11, 1.04, 0.36)#(0.09, 1.05, 0.39)#(0.09, 1.05, 0.41)#(0.13, 1.05, 0.36)#(0.12, 1.05, 0.40)#(0.11, 1.04, 0.43)#(0.15, 1.04, 0.36)#(0.14, 1.04, 0.40)#(0.14, 1.04, 0.42)#(0.17, 1.03, 0.32)#(0.16, 1.03, 0.36)#(0.17, 1.03, 0.39)#(0.17, 1.03, 0.41)#(0.05, 1.05, 0.34)#(0.08, 1.05, 0.43)#(0.11, 1.04, 0.45)#(0.13, 1.04, 0.44)#(0.16, 1.02, 0.43)
2/22/2024 12:27:44 PM#(0.16, 1.03, 0.28)#(0.16, 1.03, 0.28)#(0.14, 1.03, 0.30)#(0.12, 1.03, 0.30)#(0.09, 1.03, 0.31)#(0.07, 1.04, 0.33)#(0.10, 1.04, 0.36)#(0.09, 1.04, 0.39)#(0.08, 1.04, 0.41)#(0.12, 1.04, 0.36)#(0.11, 1.04, 0.40)#(0.11, 1.04, 0.43)#(0.14, 1.04, 0.36)#(0.14, 1.04, 0.40)#(0.13, 1.04, 0.42)#(0.16, 1.03, 0.32)#(0.16, 1.02, 0.36)#(0.16, 1.03, 0.39)#(0.16, 1.02, 0.41)#(0.04, 1.04, 0.34)#(0.07, 1.04, 0.43)#(0.10, 1.04, 0.45)#(0.13, 1.04, 0.45)#(0.16, 1.02, 0.43)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.14, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.09, 1.03, 0.31)#(0.06, 1.04, 0.33)#(0.10, 1.04, 0.36)#(0.09, 1.04, 0.39)#(0.08, 1.04, 0.41)#(0.12, 1.04, 0.36)#(0.11, 1.04, 0.40)#(0.10, 1.03, 0.43)#(0.14, 1.03, 0.36)#(0.13, 1.04, 0.40)#(0.13, 1.03, 0.42)#(0.16, 1.02, 0.32)#(0.16, 1.02, 0.36)#(0.16, 1.03, 0.39)#(0.16, 1.02, 0.41)#(0.04, 1.04, 0.34)#(0.07, 1.03, 0.43)#(0.10, 1.03, 0.45)#(0.13, 1.03, 0.44)#(0.16, 1.02, 0.43)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.14, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.09, 1.03, 0.31)#(0.06, 1.03, 0.33)#(0.10, 1.04, 0.36)#(0.08, 1.04, 0.39)#(0.07, 1.03, 0.41)#(0.12, 1.04, 0.36)#(0.11, 1.04, 0.40)#(0.10, 1.03, 0.43)#(0.14, 1.03, 0.36)#(0.13, 1.03, 0.40)#(0.13, 1.03, 0.42)#(0.16, 1.03, 0.32)#(0.16, 1.02, 0.36)#(0.16, 1.03, 0.39)#(0.16, 1.02, 0.41)#(0.04, 1.04, 0.33)#(0.07, 1.03, 0.43)#(0.10, 1.03, 0.45)#(0.12, 1.03, 0.44)#(0.16, 1.02, 0.43)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.08, 1.03, 0.31)#(0.06, 1.03, 0.33)#(0.10, 1.03, 0.36)#(0.08, 1.03, 0.39)#(0.07, 1.03, 0.41)#(0.12, 1.04, 0.36)#(0.11, 1.03, 0.40)#(0.10, 1.03, 0.42)#(0.14, 1.03, 0.36)#(0.13, 1.03, 0.40)#(0.13, 1.03, 0.42)#(0.16, 1.03, 0.32)#(0.15, 1.02, 0.36)#(0.16, 1.02, 0.39)#(0.16, 1.02, 0.40)#(0.04, 1.04, 0.33)#(0.06, 1.03, 0.43)#(0.09, 1.02, 0.45)#(0.12, 1.03, 0.44)#(0.16, 1.01, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.08, 1.03, 0.31)#(0.06, 1.03, 0.33)#(0.10, 1.03, 0.36)#(0.08, 1.03, 0.39)#(0.07, 1.03, 0.41)#(0.12, 1.03, 0.36)#(0.11, 1.03, 0.40)#(0.10, 1.02, 0.42)#(0.14, 1.03, 0.36)#(0.13, 1.03, 0.40)#(0.13, 1.02, 0.42)#(0.16, 1.03, 0.32)#(0.15, 1.02, 0.36)#(0.16, 1.02, 0.39)#(0.16, 1.02, 0.40)#(0.04, 1.03, 0.33)#(0.06, 1.02, 0.42)#(0.09, 1.02, 0.45)#(0.12, 1.02, 0.44)#(0.16, 1.01, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.08, 1.03, 0.31)#(0.06, 1.03, 0.33)#(0.10, 1.03, 0.35)#(0.08, 1.03, 0.39)#(0.07, 1.02, 0.41)#(0.12, 1.03, 0.36)#(0.11, 1.03, 0.40)#(0.10, 1.02, 0.42)#(0.13, 1.03, 0.36)#(0.13, 1.03, 0.40)#(0.12, 1.02, 0.42)#(0.16, 1.03, 0.32)#(0.15, 1.02, 0.36)#(0.16, 1.02, 0.39)#(0.16, 1.01, 0.40)#(0.03, 1.03, 0.33)#(0.06, 1.02, 0.42)#(0.09, 1.01, 0.45)#(0.12, 1.02, 0.44)#(0.16, 1.01, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.08, 1.02, 0.31)#(0.06, 1.02, 0.33)#(0.10, 1.03, 0.35)#(0.08, 1.02, 0.39)#(0.07, 1.02, 0.41)#(0.12, 1.03, 0.36)#(0.10, 1.02, 0.40)#(0.10, 1.01, 0.42)#(0.13, 1.02, 0.36)#(0.13, 1.02, 0.40)#(0.12, 1.02, 0.42)#(0.16, 1.03, 0.32)#(0.15, 1.02, 0.36)#(0.16, 1.02, 0.39)#(0.16, 1.01, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.01, 0.42)#(0.09, 1.01, 0.44)#(0.12, 1.01, 0.44)#(0.16, 1.00, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.03, 0.29)#(0.11, 1.03, 0.30)#(0.08, 1.02, 0.31)#(0.06, 1.02, 0.33)#(0.10, 1.02, 0.35)#(0.08, 1.02, 0.39)#(0.07, 1.01, 0.40)#(0.11, 1.03, 0.36)#(0.10, 1.02, 0.40)#(0.10, 1.01, 0.42)#(0.13, 1.02, 0.36)#(0.13, 1.02, 0.40)#(0.12, 1.01, 0.42)#(0.16, 1.02, 0.32)#(0.15, 1.02, 0.36)#(0.15, 1.01, 0.39)#(0.16, 1.01, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.01, 0.42)#(0.09, 1.01, 0.44)#(0.12, 1.01, 0.44)#(0.15, 1.00, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.03, 0.29)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.06, 1.02, 0.33)#(0.09, 1.02, 0.35)#(0.08, 1.02, 0.39)#(0.07, 1.01, 0.40)#(0.11, 1.03, 0.36)#(0.10, 1.02, 0.40)#(0.10, 1.01, 0.42)#(0.13, 1.02, 0.36)#(0.13, 1.02, 0.40)#(0.12, 1.01, 0.42)#(0.16, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.01, 0.42)#(0.09, 1.00, 0.44)#(0.12, 1.00, 0.44)#(0.15, 1.00, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.02, 0.29)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.06, 1.02, 0.33)#(0.09, 1.02, 0.35)#(0.08, 1.02, 0.39)#(0.07, 1.01, 0.40)#(0.11, 1.02, 0.36)#(0.10, 1.02, 0.40)#(0.10, 1.01, 0.42)#(0.13, 1.02, 0.36)#(0.13, 1.02, 0.40)#(0.12, 1.01, 0.42)#(0.16, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 1.00, 0.44)#(0.11, 1.00, 0.44)#(0.15, 1.00, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.02, 0.29)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.02, 0.33)#(0.09, 1.02, 0.35)#(0.08, 1.01, 0.39)#(0.07, 1.01, 0.40)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.02, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.01, 0.42)#(0.16, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 1.00, 0.44)#(0.11, 1.00, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.04, 0.28)#(0.15, 1.04, 0.28)#(0.13, 1.02, 0.29)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.02, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.01, 0.40)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.02, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 1.00, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.29)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.02, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.02, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.01, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.00, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.01, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.00, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.01, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.00, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.01, 0.36)#(0.12, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.00, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.09, 1.00, 0.42)#(0.13, 1.01, 0.36)#(0.13, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.40)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.10, 1.00, 0.42)#(0.13, 1.02, 0.36)#(0.13, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.41)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
2/22/2024 12:27:44 PM#(0.15, 1.03, 0.28)#(0.15, 1.03, 0.28)#(0.13, 1.02, 0.30)#(0.11, 1.02, 0.30)#(0.08, 1.02, 0.31)#(0.05, 1.01, 0.33)#(0.09, 1.02, 0.36)#(0.08, 1.01, 0.39)#(0.07, 1.00, 0.41)#(0.11, 1.02, 0.36)#(0.10, 1.01, 0.40)#(0.10, 1.00, 0.42)#(0.13, 1.02, 0.36)#(0.13, 1.01, 0.40)#(0.12, 1.00, 0.42)#(0.15, 1.02, 0.32)#(0.15, 1.01, 0.36)#(0.15, 1.01, 0.39)#(0.15, 1.00, 0.41)#(0.03, 1.02, 0.33)#(0.06, 1.00, 0.42)#(0.09, 0.99, 0.44)#(0.11, 0.99, 0.44)#(0.15, 0.99, 0.42)
